,id,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_modif_prod,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn,contract_duration_m
2997,c0c737a8141951531b1441337e5b17fe,3,1047446,0,115623,0,2014.3,2377,0.0,144.6,0.115174,0.098837,40.606701,0,225.43,35.04,35.04,1,214.11,5,3,33.0,0,60.02
2998,7b1aa5c2c5a7f18184df4e044a6fc86d,1,16179,0,1987,1,2357.52,1987,0.0,9.57,0.141666,0.0,44.31137796,0,284.85,12.48,12.48,1,172.9,3,2,14.49,0,49.02
2999,c4c9378bee720ecac312a443ad1f79b9,3,25503,0,2543,1,2528.12,2543,0.0,129.24,0.1157509999999999,0.098862,40.606701,0,249.06,22.21,22.21,1,279.2,4,3,16.44,0,48.0
3000,b91726e67aecbc5777bbbdcaf6776543,3,36029,50559,4128,0,3705.83,4128,0.0,145.78,0.115174,0.098837,40.606701,1,413.14,38.04,38.04,2,374.51,6,3,41.5,0,72.02
3001,866073d4f02819c6fb2bda87c9f263cf,3,18896,0,1588,0,1716.12,1588,0.0,143.41,0.102772,0.093731,58.99595196,0,139.82,0.0,0.0,1,195.82,3,3,8.8,0,35.98
3002,60fde06352e8c062aff7d36413cf886e,3,87731,0,0,1,6737.96,0,0.0,15.33,0.144149,0.0,44.31137796,0,0.0,30.86,30.86,1,683.44,4,3,15.0,0,48.0
3003,e7530cbe80741f9635cb6890afea8de4,4,140976,0,11028,1,311.39,238,0.0,132.12,0.1152369999999999,0.100123,41.1052014,0,22.71,43.32,43.32,1,35.28,5,2,17.320999999999998,0,70.01
3004,e942b86a3e31753ca76e947bb0c2946d,3,24920,0,2477,1,2490.18,2477,0.0,126.42,0.117486,0.100596,40.606701,0,238.34,31.08,31.08,1,319.68,6,3,20.785,0,71.98
3005,b841212710a77c7a2fb8c51397dc1d79,3,85543,108522,9112,1,1784.64,1700,0.0,129.61,0.114782,0.099665,40.606701,1,165.22,7.59,7.59,2,223.32,4,3,40.0,0,60.02
3006,87e49ef8c3e04c284e80fca16c43d48b,1,5974,0,0,1,873.56,0,0.0,133.91,0.1383049999999999,0.0,44.31137796,0,0.0,21.38,21.38,1,80.84,3,1,10.35,0,35.68
3007,3dc31f06ee81c632f2c0f65626e1b7b9,1,44561,0,3267,0,1287.74,0,0.0,19.46,0.144902,0.0,44.31137796,0,0.0,15.72,15.72,1,118.23,6,3,13.2,0,84.01
3008,ba0e7ab7309e290ecb7df9922f6667c4,1,4511,0,0,0,413.76,0,0.0,16.75,0.165794,0.087899,44.31137796,0,0.0,34.68,34.68,1,101.76,6,1,13.856,0,84.01
3009,058da023d940f0e483571a82b6130f6a,1,5396,0,0,1,809.33,0,0.0,0.0,0.142649,0.0,44.31137796,0,0.0,37.56,37.56,1,83.05,6,3,15.0,0,71.98
3010,91a92cb890e16b1716d0aa691a34d82c,1,75076,769470,13031,1,2422.53,2855,0.0,131.43,0.1128599999999999,0.096521,40.606701,1,270.87,24.0,24.0,3,254.31,11,2,22.57,0,140.22
3011,682e7abb4bd2107ed685491287be6d9f,3,28748,0,5691,1,4074.56,5691,0.0,15.69,0.1383049999999999,0.0,44.31137796,0,784.5,21.16,21.16,1,351.25,4,3,11.4,0,47.18
3012,7d7bb7f94bdabfb26eb0620b1a734ec5,1,40334,0,0,1,3527.32,0,0.0,74.14,0.162327,0.084428,44.31137796,0,0.0,33.84,33.84,1,368.35,5,1,15.0,0,59.99
3013,424ef039dadbf293a4cf1e35efa9bb18,6,6704,0,863,1,660.57,863,0.0,9.82,0.164197,0.085553,45.31137756,0,80.33,15.88,15.88,1,63.36,4,3,13.86,0,60.02
3014,c28d9e7799dedf48576f5e99d7c3e672,3,2279,5192,1022,0,337.76,1022,0.0,13.84,0.1457109999999999,0.0,44.31137796,1,150.85,21.36,21.36,3,13.38,4,3,13.15,0,48.0
3015,d4d05d47f991c1c54c31e1f7ebf2d34f,4,1564106,406995,136783,1,2085.11,4672,0.0,73.46,0.161743,0.084489,44.31137796,1,492.35,13.1,13.1,2,248.15,6,1,10.392,0,78.78
3016,f7480de19ad41c59e55ea35fb4ef9b15,4,37313,0,1591,1,816.54,743,0.0,118.25,0.114667,0.099548,40.9390266,0,72.67,23.73,23.73,1,109.88,6,3,20.0,0,84.11
3017,63e16e02a31dd643d14fccc8e232fe69,4,1162013,0,106114,0,3.5,0,0.0,145.82,0.1169099999999999,0.100572,40.606701,0,0.0,27.15,27.15,1,0.5,6,1,15.001,0,72.02
3018,9d860782b2d210345231cb660828b48a,6,9456,0,719,1,1011.5,719,0.0,145.47,0.115939,0.100823,40.9390266,0,74.06,27.39,27.39,1,117.9,4,3,23.1,0,60.02
3019,5ad9fff469a64e439d286f3a076dd3d5,3,13428,0,0,0,1993.37,0,0.0,18.57,0.144902,0.0,44.31137796,0,0.0,11.42,11.42,1,159.0,5,3,13.2,0,72.02
3020,004d6fbd40fdd503a1a8f30f11613d3c,4,457677,940292,21826,0,4739.29,0,0.0,37.46,0.165022,0.08638,44.31137796,1,0.0,3.56,3.56,2,367.95,6,3,13.2,0,82.1
3021,5c3f8aeeb73a2d5988a1ed9e3ea203ac,3,8708,0,0,1,920.2,0,0.0,118.25,0.1152369999999999,0.100123,40.9390266,0,0.0,23.73,23.73,1,111.75,5,3,20.0,0,64.03
3022,24e1d40dff74cbcaf299569094301353,1,16001,0,1188,1,1532.48,1188,0.0,131.78,0.114025,0.097683,40.606701,0,108.26,10.62,10.62,1,181.73,3,2,17.0,0,48.0
3023,494d3e7b2b7fd04d6a3489a4d46f3782,3,19324,0,1406,1,2798.59,1406,0.0,17.96,0.140621,0.0,44.31137796,0,199.52,17.22,17.22,1,207.13,4,3,10.392,0,48.03
3024,7486994ca74eb69e7403d3cfa90b57be,6,3606,0,0,1,703.52,0,30.0,15.87,0.198096,0.0,46.30537836,0,0.0,25.12,25.12,2,25.29,3,3,10.392,0,49.51
3025,558b71ff2216d63fec24a6f84ffc2e0f,4,101076,0,11738,1,1033.7,1028,0.0,144.63,0.1151819999999999,0.098841,40.606701,0,107.32,18.54,18.54,1,111.88,4,3,16.5,0,59.99
3026,6e8bb05f710b53421d7d915996ef7471,3,2059,0,152,1,260.77,152,0.0,14.34,0.165793,0.0885389999999999,44.31137796,0,18.33,14.53,14.53,1,23.19,3,3,15.0,0,48.66
3027,6cd7dd7b530750098c1f64636cbbcc66,3,1314,0,5,0,196.33,5,0.0,18.23,0.1458839999999999,0.0,44.31137796,0,0.74,30.22,30.22,1,19.33,4,3,13.2,0,48.0
3028,7359517167891f3e58495607180b4bc5,6,8603,0,908,1,1281.33,908,0.0,16.19,0.144963,0.0,44.31137796,0,132.39,33.12,33.12,1,135.98,3,3,13.2,0,48.0
3029,d6c79c096d1e6fc7ea871741fcd8b6d4,4,92587,0,7015,1,1935.75,1888,0.0,132.11,0.115172,0.098283,40.606701,0,192.47,26.76,26.76,1,203.57,6,1,19.8,0,73.89
3030,afcb9e9ede508638f3674a691ca110aa,4,8546,0,770,1,939.21,770,0.0,126.99,0.1153599999999999,0.100243,40.9390266,0,79.62,28.5,28.5,1,101.77,5,2,24.0,0,72.02
3031,3651d73d26eba3767233bce32b07701d,4,50139,0,3407,1,2698.35,2537,0.0,145.24,0.1157609999999999,0.099419,40.606701,0,249.57,7.18,7.18,1,317.16,5,3,15.01,0,72.02
3032,a2a0075a2e60219306aa8b71068519f8,3,9752,0,0,1,832.13,0,0.0,17.04,0.1457109999999999,0.0,44.31137796,0,0.0,22.52,22.52,2,86.53,3,2,13.856,0,36.01
3033,1e96b9b2c743e52277935c60883e461e,3,33766,0,1518,1,327.23,0,0.0,16.39,0.1443839999999999,0.0,44.31137796,0,0.0,25.92,25.92,1,33.86,6,1,10.35,0,71.98
3034,0b9cb8c0ea1da930bf756f6b40bfeaa2,6,1518,0,496,1,225.51,496,0.0,15.93,0.144902,0.0,44.31137796,0,72.81,25.56,25.56,1,20.54,5,1,13.856,0,60.45
3035,e0754f3f9dbe51cb0f29b9abeea6c8e3,6,4473,564,0,1,46.93,0,0.0,19.37,0.1457109999999999,0.0,44.31137796,0,0.0,25.56,25.56,1,4.47,5,1,13.856,0,60.02
3036,5f3319186b0b10777a29b2e910f34291,6,1526,0,270,0,230.74,270,0.0,17.03,0.146694,0.0,44.31137796,0,40.12,21.48,21.48,1,22.81,6,2,10.392,0,72.02
3037,1bf92b5172c8b0a093cdd5266febf285,3,3887,0,330,1,398.32,330,0.0,129.59,0.114782,0.099665,41.1052014,0,32.08,32.43,32.43,1,45.03,4,3,20.785,0,60.02
3038,afe9b344f150d5d4d6b072a81b0be68d,3,36156,0,2752,0,956.94,491,0.0,129.95,0.1152369999999999,0.100123,40.9390266,0,50.74,28.83,28.83,1,112.24,6,3,24.248,0,84.01
3039,9ec6d25ba28d4b02f267c71516756abc,6,3011,0,380,1,297.79,380,0.0,0.0,0.1128599999999999,0.096521,40.606701,0,36.54,15.5,15.5,1,33.58,5,1,17.25,1,62.42
3040,0bfc630f9172c788df4eb060a97abad4,3,28333,4148,2329,1,3733.03,2329,22.0,129.72,0.15441,0.130525,41.1052014,1,298.65,69.96,69.96,3,1310.57,4,3,20.0,0,48.56
3041,cee7057a1ebea01b854192e4d93db476,3,13403,0,749,1,1316.11,749,0.0,128.54,0.114667,0.099548,40.606701,0,72.96,6.15,6.15,1,160.92,5,3,19.72,0,72.02
3042,34365b3a3b1c975382f282ea88d077d1,3,3961,0,881,1,584.97,881,0.0,16.29,0.14317,0.0,44.31137796,0,127.66,18.62,18.62,1,54.11,7,2,13.2,0,84.01
3043,9f4c64ac1f88158e94c724e7898e6401,6,11924,0,1631,1,1434.6,1631,0.0,26.84,0.164197,0.085553,45.30837756,0,187.65,16.8,16.8,1,91.01,4,3,13.856,1,60.02
3044,581a8a37c2e03e27215d43e1e85b7d00,3,63911,0,7966,0,6443.25,7966,0.0,176.38,0.1169,0.1000149999999999,40.606701,0,795.3,44.73,44.73,1,650.45,3,3,50.0,0,36.01
3045,e1cbc4404dd8738419696bd160b1fc90,3,52534,13169,3427,0,4709.29,3427,0.0,141.69,0.115174,0.098837,40.606701,1,343.12,16.32,16.32,4,508.59,6,3,15.4,0,72.02
3046,77a1e6ca6bf4fde8abcc9799c83995d2,3,9915,0,0,1,40.3,0,0.0,14.44,0.146694,0.0,44.31137796,0,0.0,31.64,31.64,1,4.15,4,3,13.856,0,48.0
3047,76a38e163966e76359476f95053cc9d9,3,7201,0,0,1,1080.82,0,0.0,18.62,0.144039,0.0,45.30837756,0,0.0,14.22,14.22,1,88.71,5,3,12.5,0,72.02
3048,b934c5bb2c2a30a5b556f1ceac4e6618,3,13619,0,3638,1,176.05,240,0.0,18.21,0.144902,0.0,44.31137796,0,35.14,19.2,19.2,1,16.49,4,3,10.392,0,49.05
3049,9e54bfe0b2a1243e78ff55bde9537148,4,72454,0,2654,0,1077.09,1685,0.0,19.44,0.144902,0.0,44.31137796,0,245.81,24.42,24.42,1,73.71,6,1,13.2,1,72.02
3050,76c2dbd83325b3a74e9ecd6633c95b8f,4,0,0,0,0,0.0,0,0.0,270.45,0.092453,0.086393,59.17346796,0,0.0,0.12,0.12,1,0.0,8,2,58.0,0,102.01
3051,927ac6904fad9d2166c0ca6b0e691051,6,3699,0,0,1,556.15,0,0.0,19.61,0.14346,0.0,45.80687796,0,0.0,16.14,16.14,1,43.17,4,1,10.392,0,60.02
3052,24d5eca9e48f98d4624e8334a9262f5d,3,24385,0,2637,0,156.43,0,0.0,43.42,0.1169099999999999,0.100572,40.606701,0,0.0,29.85,29.85,1,0.23,6,1,16.5,0,72.02
3053,89384c4395fbf4347de69dd26d0ffd44,3,4579,0,0,1,476.45,0,0.0,25.1,0.163482,0.086225,44.31137796,0,0.0,13.68,13.68,1,48.98,6,2,11.5,0,84.01
3054,115c0ea710a4535308fce9f235a3fe04,3,10994,0,0,0,1188.21,0,0.0,0.36,0.1457109999999999,0.0,44.31137796,0,0.0,17.16,17.16,2,117.01,3,1,14.49,0,48.0
3055,13f7bc4b4ceb55e93cbe3a6b37e6b806,3,1129316,0,79977,0,1331.06,1347,0.0,129.24,0.1165089999999999,0.101397,40.606701,0,127.62,2.16,2.16,1,190.33,4,3,17.0,1,60.02
3056,efc71719fa218e2a9f463d593cba7e04,4,11949,0,0,1,1809.2,0,0.0,14.82,0.146694,0.0,44.31137796,0,0.0,21.34,21.34,1,174.3,3,2,10.392,0,36.01
3057,c9d4653715128730fdafbf4c225f7c31,4,22516,0,1471,1,1267.29,817,0.0,131.31,0.115174,0.098837,40.606701,0,83.86,13.2,13.2,1,128.47,6,2,15.1,0,84.01
3058,ac1d6a51ab253efeb8d6c52131c1cdda,3,28353,0,2425,1,850.15,524,0.0,13.74,0.1457109999999999,0.0,44.31137796,0,77.34,25.84,25.84,1,87.54,4,3,12.5,0,48.0
3059,757f325721b31ef8e7e3b52b77b93c9e,3,5436,0,0,1,816.33,0,0.0,18.37,0.142649,0.0,44.31137796,0,0.0,37.56,37.56,1,85.43,3,3,15.0,1,48.0
3060,ab8c7d490a8e2845591a345df5098fad,6,19399,0,0,0,2143.15,0,0.0,16.32,0.166178,0.087538,44.31137796,1,0.0,11.95,11.95,3,189.31,5,3,13.856,0,72.02
3061,bffcfbe07707057e3bc124d9a9ecc45f,3,25712,0,2670,1,488.34,641,0.0,15.81,0.14346,0.0,45.80687796,0,92.38,16.14,16.14,1,42.42,5,3,10.39,0,72.02
3062,95bedb2df268001cc64f259afccf2018,1,22776,0,0,0,2144.7,0,0.0,18.73,0.1646369999999999,0.087381,44.31137796,0,0.0,14.38,14.38,1,179.05,6,1,11.4,0,72.02
3063,ecc4d830ab9a38c087c8012d316e3dde,3,5293,0,0,1,785.99,0,0.0,16.86,0.144902,0.0,44.31137796,0,0.0,10.08,10.08,1,69.68,3,3,10.392,0,48.33
3064,cb62980344fabd861425eddc4a4d8fe3,3,7817,0,2400,0,769.97,2400,0.0,16.31,0.165793,0.0885389999999999,44.31137796,0,243.25,10.08,10.08,1,83.16,6,2,10.392,0,84.01
3065,a4ba15876be1dd88cbb08300a2b5a6d0,3,4167,0,404,1,621.29,404,0.0,13.78,0.144038,0.0,45.80687796,0,58.56,21.58,21.58,1,50.88,6,3,13.856,0,84.01
3066,49123dcca3709fa8ea8bd44d6301b554,4,6149,0,0,0,917.38,0,0.0,19.24,0.144902,0.0,44.31137796,0,0.0,21.52,21.52,1,86.81,5,1,13.2,0,60.02
3067,e77cffef1f816400188dbcf52ad2d925,3,84500,0,10588,1,3882.2,6867,0.0,15.3,0.159144,0.081246,44.31137796,0,824.84,29.76,29.76,1,378.11,3,3,13.2,0,35.98
3068,f75594eb95aa90ee6a2b31f0d213cce4,3,4798,0,0,0,397.33,0,0.0,15.84,0.144902,0.0,44.31137796,0,0.0,10.03,10.03,1,36.44,6,1,10.35,0,84.01
3069,b0a796b1a7a3cda73967145124b9995c,3,40580,0,0,1,871.64,0,0.0,15.74,0.138847,0.0,44.31137796,0,0.0,13.4,13.4,1,61.32,5,3,13.856,0,63.05
3070,5f15c993d8990baf50f36c000740a348,3,5937,0,821,0,883.17,821,0.0,18.32,0.144902,0.0,44.31137796,0,120.51,12.36,12.36,1,82.57,6,3,10.392,0,84.01
3071,7e24f89f11fe00a39ffe1b10c098c0ee,3,2158,0,0,0,323.45,0,0.0,16.79,0.1457109999999999,0.0,44.31137796,0,0.0,16.38,16.38,1,31.78,5,1,13.8,0,68.57
3072,4c2207743ba5b5edbb2721cc9e2ed862,3,26477,0,2146,1,2888.62,2146,0.0,170.25,0.1152369999999999,0.100123,40.606701,0,227.43,12.48,12.48,1,328.84,5,3,66.0,0,72.02
3073,f9448edd84bbfcd017fa46dd9ee15827,3,4814,0,994,0,715.73,994,0.0,19.43,0.144902,0.0,44.31137796,0,145.5,21.52,21.52,1,67.99,6,1,13.2,0,72.02
3074,53b0dd2e6fbeaa2cb22b5dd0d8331e38,4,724522,51366,73783,0,5708.33,6020,0.0,16.37,0.1640569999999999,0.0868029999999999,44.31137796,1,671.95,16.66,16.66,2,442.76,4,1,13.2,1,48.0
3075,593ece9277c5abd069c682b559524d53,1,4143,0,1393,0,424.46,1393,0.0,16.32,0.16695,0.089695,44.31137796,0,134.9,16.44,16.44,1,56.43,6,1,13.856,0,72.02
3076,3c76c00307ab8176acf597de257b3a58,3,904954,906652,95109,0,2327.98,0,0.0,26.32,0.1640579999999999,0.086163,44.31137796,1,0.0,23.4,23.4,2,208.52,6,3,10.39,0,71.98
3077,21ee1ea877b117158b959111f2f44fc5,1,499357,0,27687,1,1763.07,2321,0.0,145.77,0.097138,0.087232,59.17346796,0,203.09,0.12,0.12,1,111.53,3,3,43.648,0,46.75
3078,4c7fe6bff7497e7c0778370f535ca179,3,15080,0,1222,1,1635.99,1222,0.0,146.75,0.111125,0.094787,40.606701,0,122.91,12.72,12.72,1,150.09,4,3,16.5,0,55.69
3079,5f746076fefb06ca5de4eb785e5898a6,4,60399,0,722,0,1631.58,0,0.0,16.0,0.140621,0.0,44.31137796,0,0.0,17.45,17.45,1,115.47,4,2,13.856,0,48.0
3080,6ace10e0705af6d4c9b2b4c68ee19637,3,26032,0,1786,0,2494.03,1786,0.0,144.59,0.115174,0.098837,40.606701,0,173.05,16.56,16.56,2,290.88,5,3,26.4,0,72.02
3081,4e86ca521234a17d9b872337e272fb37,3,65635,0,4500,1,358.33,199,28.0,132.3,0.161936,0.1363359999999999,41.1052014,0,26.7,65.05,65.05,1,27.27,5,1,17.25,0,66.66
3082,a44a3329c3cf6502d78332df96afae77,3,5181,0,0,1,670.39,0,24.0,119.77,0.145677,0.125383,41.6037006,0,0.0,59.02,59.02,1,45.6,4,3,20.0,0,61.57
3083,84bced976a0981144ba9adbdd1f78e2f,4,2096,0,0,1,314.11,0,0.0,15.81,0.14531,0.0,44.31137796,0,0.0,26.04,26.04,1,30.73,4,1,10.392,0,48.0
3084,41b6aee15c5709012eba4e7ffb365a9b,3,23647,22595,1992,1,2510.73,1992,30.0,131.03,0.157877,0.135732,41.1052014,1,270.29,45.45,45.45,3,161.47,4,3,25.097,0,52.8
3085,3911062e6f843fe9fdb36716d27a35a8,3,97420,0,9220,1,612.52,640,0.0,18.13,0.139176,0.0,44.31137796,0,90.19,30.22,30.22,1,65.24,7,2,13.2,0,84.01
3086,9e701eec3a87284d0831360628bcfcac,3,196929,0,17004,0,4847.6,2857,0.0,132.52,0.115174,0.098837,40.606701,0,283.64,21.6,21.6,1,537.67,6,2,34.5,1,84.01
3087,c08d67e8273999e5e313126d7df44d9c,6,16612,0,1769,0,1715.65,1769,0.0,145.42,0.1186359999999999,0.10175,40.606701,0,179.01,29.64,29.64,1,249.61,3,3,19.8,0,35.98
3088,fb2ce4123413b9fc020ddf062f13c0cf,1,2536,0,379,0,185.19,184,0.0,16.39,0.1457109999999999,0.0,44.31137796,0,27.06,21.12,21.12,1,21.19,6,1,13.0,0,72.02
3089,9f15d3a6f2c4bffff7de262593d2dc53,1,10928,0,0,0,1611.82,0,0.0,15.98,0.142819,0.0,44.31137796,0,0.0,27.88,27.88,1,138.78,7,2,15.0,0,84.01
3090,7d843aa634821b831fff45ffed3621c0,4,621501,0,22210,1,1163.32,0,0.0,16.51,0.1640569999999999,0.0868029999999999,44.31137796,0,0.0,11.04,11.04,1,90.41,4,2,10.392,0,53.06
3091,7788e2e8704765fd9423779a7fd9c193,4,98818,0,13925,1,3253.78,7828,0.0,56.09,0.15885,0.081596,44.31137796,0,807.55,22.95,22.95,1,259.03,6,2,13.856,0,76.16
3092,88b30d66351723278a1cccee1a2f0947,4,1804,0,139,1,271.12,139,0.0,20.4,0.142881,0.0,46.30537836,0,20.06,21.09,21.09,1,19.88,5,2,10.392,0,72.02
3093,a9ec0d9d7258cad9a7003e39873e3b9c,3,27572,0,2832,1,3083.86,2832,0.0,13.73,0.1634789999999999,0.086225,44.31137796,0,315.16,17.22,17.22,1,245.19,5,3,10.392,0,68.14
3094,b18b5be050f94c50c05400cb30ea39ee,3,1362,0,120,1,131.26,120,0.0,128.18,0.114588,0.097701,40.606701,0,11.35,43.32,43.32,1,14.88,3,3,17.320999999999998,1,41.92
3095,68df446278ec6043dea13bdcae340b0b,3,12655,0,1644,0,1307.49,1644,0.0,141.78,0.1152369999999999,0.100123,40.606701,0,170.02,9.92,9.92,1,145.1,7,2,19.8,0,86.64
3096,5f12c54d9851d471e20a8b8b566a8fdd,3,144749,0,9033,1,1118.15,0,0.0,16.11,0.13744,0.0,44.31137796,0,0.0,34.68,34.68,1,110.03,6,1,13.856,0,72.31
3097,b35f01e52b0d2877ef50acb666a592c7,3,13386,0,883,1,1369.95,883,0.0,144.01,0.11634,0.099998,40.606701,0,88.21,25.88,25.88,1,172.15,4,3,20.7,1,48.0
3098,6ca8c2b3ddd752cb725ddf146d34dc65,3,38077,0,2581,1,385.27,229,30.0,144.39,0.157877,0.135732,41.1052014,0,29.87,41.36,41.36,1,25.01,4,3,24.24,0,60.32
3099,f66c955a7f3ed76942b4da0debfd6487,3,19192,32330,0,0,2821.79,0,0.0,13.89,0.142819,0.0,44.31137796,1,0.0,11.42,11.42,2,265.66,6,1,13.2,0,84.01
3100,637ab1d418ee133d3fce47bfe059af81,3,21454,0,1559,1,2196.5,1559,0.0,131.4,0.1152369999999999,0.100123,40.606701,0,154.2,0.7200000000000011,0.7200000000000011,1,260.54,6,1,16.5,0,84.01
3101,ea242a53f725571e3a44f95725a86724,6,1164,0,188,1,173.18,188,0.0,16.8,0.142881,0.0,46.30537836,0,27.14,20.97,20.97,1,14.77,4,1,10.35,0,60.02
3102,c91429ebb43af797b22a4c9b671c83b1,6,17779,0,481,0,732.95,0,0.0,17.48,0.1457109999999999,0.0,44.31137796,0,0.0,12.36,12.36,1,72.3,5,2,10.392,1,72.02
3103,63e44b6a2cb634f261f849b82f965e36,3,23241,0,191,1,680.48,0,0.0,9.48,0.144039,0.0,45.80687796,0,0.0,16.0,16.0,2,56.93,4,3,10.3,0,60.02
3104,e4349a1ce551674bed154ae23b28ee7e,3,4224,0,0,0,640.24,0,0.0,17.5,0.146694,0.0,44.31137796,0,0.0,23.76,23.76,1,63.0,6,1,10.392,0,72.02
3105,edc9d08a49b565095ec33867745e5650,6,1728,0,0,1,260.37,0,0.0,0.33,0.144039,0.0,46.30537836,0,0.0,26.02,26.02,1,21.89,4,1,13.2,0,60.02
3106,d600684f3223bffe299f7b416ebf134c,3,5821,0,0,0,872.61,0,0.0,18.09,0.146348,0.0,45.80687796,0,0.0,33.12,33.12,1,84.88,6,1,13.2,1,84.01
3107,4b6ef3395679143844d001d2ddbb5c01,3,12534,76283,1445,0,1896.36,1445,0.0,64.04,0.146694,0.0,44.31137796,1,214.71,27.14,27.14,3,155.16,3,3,13.2,1,36.01
3108,cc3be498e792f168159bb0cab58fdb15,3,7307,0,1576,1,1081.94,1576,0.0,18.32,0.144902,0.0,44.31137796,0,230.81,24.33,24.33,1,103.25,3,3,13.164,0,36.01
3109,6c7ada5024a0599f9b1fe0306de8d959,1,3410,0,676,0,512.38,676,0.0,15.15,0.1458839999999999,0.0,44.31137796,0,99.89,27.37,27.37,1,64.34,3,3,12.0,0,36.01
3110,8bfaafe3b8b1f4e08ec42e59ca9a7dfc,3,7423,2787,0,1,1107.82,0,0.0,8.38,0.14398,0.0,44.31137796,1,0.0,25.65,25.65,2,131.52,5,3,13.9,0,60.02
3111,93ca519d19353040b1119886668b6ca6,3,13993,0,812,0,1478.07,812,0.0,144.98,0.1152369999999999,0.100123,40.606701,0,83.56,11.1,11.1,2,161.51,6,3,35.2,1,84.01
3112,bb70fcf2db237e0598271ce087512042,3,25497,0,2994,1,2473.31,2994,0.0,131.4,0.1151819999999999,0.098841,40.606701,0,290.69,29.1,29.1,1,312.03,4,2,24.15,0,48.0
3113,bbf69b70d686f8807ef879fec1b9a871,3,853,0,0,1,128.89,0,0.0,12.56,0.146694,0.0,44.31137796,0,0.0,31.64,31.64,1,14.74,6,3,13.856,0,72.02
3114,df2ae4ea1dfa42539298c0b22823f570,4,5245,0,1332,1,768.69,1332,0.0,16.31,0.141666,0.0,44.31137796,0,190.47,10.08,10.08,1,64.72,4,2,10.392,0,60.02
3115,1b51f7efdd09a62017314ee5a2ef11a1,3,3348,0,529,0,501.85,529,0.0,19.53,0.146348,0.0,45.80687796,0,78.22,21.78,21.78,1,46.26,6,1,13.2,0,84.01
3116,1ab928119db2b7243cf1d8add0ec4633,3,143739,0,11306,0,7314.35,5915,0.0,142.46,0.112922,0.09781,40.606701,0,575.6,1.05,1.05,1,687.83,3,3,16.5,0,48.0
3117,9872c27a982f295a102f12b1a4e51683,3,673,0,120,0,74.54,120,0.0,130.31,0.1165089999999999,0.101397,41.27136420000001,0,13.39,38.96,38.96,1,6.22,4,3,20.785,0,60.02
3118,9c7fcf9a2313bb20f6e32acf1afa8cf6,3,3589,0,0,0,542.07,0,0.0,1.09,0.1457109999999999,0.0,44.31137796,0,0.0,21.48,21.48,1,55.24,6,1,10.39,0,72.02
3119,8e3af91c1c35f6432a55cbf87762d76d,4,5483,0,0,1,866.31,0,0.0,14.82,0.152596,0.0,44.31137796,0,0.0,33.12,33.12,1,79.39,5,1,13.2,0,59.99
3120,44ff75399c0eab73898313aa2ec21ba0,3,4646,34162,0,1,471.17,0,0.0,118.23,0.118065,0.101176,40.606701,1,0.0,49.92,49.92,2,62.74,4,3,20.0,0,60.02
3121,aa874c567e009a64a6c3100f6c38b485,3,4422,14559,0,0,667.62,0,0.0,7.23,0.146694,0.0,44.31137796,1,0.0,33.12,33.12,2,68.28,6,1,13.2,0,84.01
3122,c441975761e1e061e913183bf7bbb417,3,1570,0,0,0,235.9,0,0.0,17.04,0.1457109999999999,0.0,44.31137796,0,0.0,19.2,19.2,1,23.72,6,2,10.392,0,71.98
3123,0adb7fef1e7933eb500b2fb3d0109c51,6,1829,0,0,1,295.21,0,0.0,19.35,0.146348,0.0,46.30537836,0,0.0,26.04,26.04,1,30.75,3,3,10.392,0,48.0
3124,28312313598b746012bd1d2dccf1e8ea,3,86240,0,3965,0,8398.02,3965,0.0,142.85,0.114481,0.098142,40.606701,0,377.25,12.36,12.36,1,935.65,3,3,33.0,1,48.0
3125,62443028c1a1b0d6e1d8fac58a3d6cae,1,12736,0,0,0,1356.79,0,0.0,19.18,0.1620329999999999,0.084138,44.31137796,0,0.0,28.45,28.45,1,121.75,3,2,13.856,0,36.01
3126,1b3ac7d81d3149adb6502d951ae33f37,3,14150,0,1439,0,721.48,476,0.0,14.75,0.1457109999999999,0.0,44.31137796,0,70.26,19.48,19.48,1,79.59,5,3,13.85,0,60.02
3127,00cc5688ee8c98545229094b3454b025,3,12746,0,0,0,445.42,0,0.0,15.92,0.146694,0.0,44.31137796,0,0.0,34.68,34.68,1,47.28,6,3,13.856,0,71.98
3128,d6edc2751d833652f805e3bd900b3311,6,171710,0,16741,1,8108.6,7791,0.0,144.19,0.114481,0.098142,40.606701,0,749.15,5.64,5.64,1,896.85,3,3,20.785,0,48.0
3129,4fb528b672bc41ab7d41f7f89514b6ba,3,25469,0,1114,1,1326.97,532,0.0,143.24,0.130038,0.111642,40.606701,0,59.98,54.0,54.0,1,141.74,3,3,27.0,1,48.0
3130,bd7e11a6377e6bdf7251cbf0c3ddfe5b,3,18951,0,2931,1,2618.56,2931,30.0,129.25,0.161936,0.1363359999999999,41.1052014,0,407.43,115.84,115.84,2,109.44,4,3,35.0,0,52.17
